,Word,Count,Frequency,Percent
144,appendix,38,0.00106873664079199,0.106873664079199
145,level,38,0.00106873664079199,0.106873664079199
146,million,38,0.00106873664079199,0.106873664079199
147,enterprises,38,0.00106873664079199,0.106873664079199
148,population,38,0.00106873664079199,0.106873664079199
149,activity,38,0.00106873664079199,0.106873664079199
150,technologies,38,0.00106873664079199,0.106873664079199
151,critical,38,0.00106873664079199,0.106873664079199
152,distribution,37,0.0010406119923500956,0.10406119923500956
153,management,37,0.0010406119923500956,0.10406119923500956
154,financing,37,0.0010406119923500956,0.10406119923500956
155,accelerators,37,0.0010406119923500956,0.10406119923500956
156,existing,37,0.0010406119923500956,0.10406119923500956
157,large,37,0.0010406119923500956,0.10406119923500956
158,yes,37,0.0010406119923500956,0.10406119923500956
159,age,36,0.0010124873439082012,0.10124873439082012
160,specific,36,0.0010124873439082012,0.10124873439082012
161,provide,36,0.0010124873439082012,0.10124873439082012
162,processes,35,0.0009843626954663066,0.09843626954663066
163,interventions,35,0.0009843626954663066,0.09843626954663066
164,first,35,0.0009843626954663066,0.09843626954663066
165,science,35,0.0009843626954663066,0.09843626954663066
166,rate,35,0.0009843626954663066,0.09843626954663066
167,smes,35,0.0009843626954663066,0.09843626954663066
168,training,35,0.0009843626954663066,0.09843626954663066
169,mentor,35,0.0009843626954663066,0.09843626954663066
170,systems,34,0.0009562380470244122,0.09562380470244122
171,diaspora,34,0.0009562380470244122,0.09562380470244122
172,beneficiaries,34,0.0009562380470244122,0.09562380470244122
173,investments,34,0.0009562380470244122,0.09562380470244122
174,actors,34,0.0009562380470244122,0.09562380470244122
175,technical,34,0.0009562380470244122,0.09562380470244122
176,investors,34,0.0009562380470244122,0.09562380470244122
177,accelerator,34,0.0009562380470244122,0.09562380470244122
178,work,33,0.0009281133985825177,0.09281133985825177
179,crosscountry,33,0.0009281133985825177,0.09281133985825177
180,framework,33,0.0009281133985825177,0.09281133985825177
181,highest,33,0.0009281133985825177,0.09281133985825177
182,stage,33,0.0009281133985825177,0.09281133985825177
183,relevant,33,0.0009281133985825177,0.09281133985825177
184,using,33,0.0009281133985825177,0.09281133985825177
185,opportunities,33,0.0009281133985825177,0.09281133985825177
186,pillars,32,0.0008999887501406232,0.08999887501406233
187,covid,32,0.0008999887501406232,0.08999887501406233
188,provided,32,0.0008999887501406232,0.08999887501406233
189,allocation,32,0.0008999887501406232,0.08999887501406233
190,role,32,0.0008999887501406232,0.08999887501406233
191,likely,32,0.0008999887501406232,0.08999887501406233
192,products,32,0.0008999887501406232,0.08999887501406233
193,example,32,0.0008999887501406232,0.08999887501406233
194,different,32,0.0008999887501406232,0.08999887501406233
195,typically,32,0.0008999887501406232,0.08999887501406233
196,implementation,31,0.0008718641016987287,0.08718641016987287
197,capabilities,31,0.0008718641016987287,0.08718641016987287
198,improving,31,0.0008718641016987287,0.08718641016987287
199,evaluation,31,0.0008718641016987287,0.08718641016987287
200,time,31,0.0008718641016987287,0.08718641016987287
201,estonia,31,0.0008718641016987287,0.08718641016987287
202,hungary,31,0.0008718641016987287,0.08718641016987287
203,associated,31,0.0008718641016987287,0.08718641016987287
204,related,31,0.0008718641016987287,0.08718641016987287
205,product,30,0.0008437394532568343,0.08437394532568343
206,working,30,0.0008437394532568343,0.08437394532568343
207,impact,30,0.0008437394532568343,0.08437394532568343
208,knowledgeintensive,30,0.0008437394532568343,0.08437394532568343
209,sales,30,0.0008437394532568343,0.08437394532568343
210,needed,30,0.0008437394532568343,0.08437394532568343
211,bucharest,30,0.0008437394532568343,0.08437394532568343
212,focus,30,0.0008437394532568343,0.08437394532568343
213,start,30,0.0008437394532568343,0.08437394532568343
214,networks,30,0.0008437394532568343,0.08437394532568343
215,compared,30,0.0008437394532568343,0.08437394532568343
216,abroad,29,0.0008156148048149398,0.08156148048149399
217,period,29,0.0008156148048149398,0.08156148048149399
218,less,29,0.0008156148048149398,0.08156148048149399
219,policies,29,0.0008156148048149398,0.08156148048149399
220,rather,29,0.0008156148048149398,0.08156148048149399
221,supply,29,0.0008156148048149398,0.08156148048149399
222,significant,29,0.0008156148048149398,0.08156148048149399
223,better,29,0.0008156148048149398,0.08156148048149399
224,exports,29,0.0008156148048149398,0.08156148048149399
225,croatia,29,0.0008156148048149398,0.08156148048149399
226,universities,29,0.0008156148048149398,0.08156148048149399
227,angel,29,0.0008156148048149398,0.08156148048149399
228,intervention,29,0.0008156148048149398,0.08156148048149399
229,part,28,0.0007874901563730453,0.07874901563730453
230,sources,28,0.0007874901563730453,0.07874901563730453
231,expected,28,0.0007874901563730453,0.07874901563730453
232,scaling,28,0.0007874901563730453,0.07874901563730453
233,environment,28,0.0007874901563730453,0.07874901563730453
234,fund,28,0.0007874901563730453,0.07874901563730453
235,around,28,0.0007874901563730453,0.07874901563730453
236,diverse,28,0.0007874901563730453,0.07874901563730453
237,overview,27,0.0007593655079311508,0.07593655079311508
238,sti,27,0.0007593655079311508,0.07593655079311508
239,cluj,27,0.0007593655079311508,0.07593655079311508
240,ing,27,0.0007593655079311508,0.07593655079311508
241,identify,27,0.0007593655079311508,0.07593655079311508
242,provides,27,0.0007593655079311508,0.07593655079311508
243,several,27,0.0007593655079311508,0.07593655079311508
244,indicator,27,0.0007593655079311508,0.07593655079311508
245,equity,27,0.0007593655079311508,0.07593655079311508
246,bulgaria,27,0.0007593655079311508,0.07593655079311508
247,poland,27,0.0007593655079311508,0.07593655079311508
248,slovakia,27,0.0007593655079311508,0.07593655079311508
249,include,27,0.0007593655079311508,0.07593655079311508
250,tion,27,0.0007593655079311508,0.07593655079311508
251,recommendation,27,0.0007593655079311508,0.07593655079311508
252,equipment,27,0.0007593655079311508,0.07593655079311508
253,set,26,0.0007312408594892564,0.07312408594892564
254,challenges,26,0.0007312408594892564,0.07312408594892564
255,gdp,26,0.0007312408594892564,0.07312408594892564
256,barriers,26,0.0007312408594892564,0.07312408594892564
257,available,26,0.0007312408594892564,0.07312408594892564
258,shows,26,0.0007312408594892564,0.07312408594892564
259,regulatory,26,0.0007312408594892564,0.07312408594892564
260,finland,26,0.0007312408594892564,0.07312408594892564
261,concentration,26,0.0007312408594892564,0.07312408594892564
262,governance,26,0.0007312408594892564,0.07312408594892564
263,software,26,0.0007312408594892564,0.07312408594892564
264,starting,25,0.0007031162110473619,0.0703116211047362
265,connectedness,25,0.0007031162110473619,0.0703116211047362
266,ict,25,0.0007031162110473619,0.0703116211047362
267,platforms,25,0.0007031162110473619,0.0703116211047362
268,functional,25,0.0007031162110473619,0.0703116211047362
269,creation,25,0.0007031162110473619,0.0703116211047362
270,evidence,25,0.0007031162110473619,0.0703116211047362
271,hub,25,0.0007031162110473619,0.0703116211047362
272,scale,25,0.0007031162110473619,0.0703116211047362
273,mechanisms,25,0.0007031162110473619,0.0703116211047362
274,following,25,0.0007031162110473619,0.0703116211047362
275,higher,25,0.0007031162110473619,0.0703116211047362
276,connections,25,0.0007031162110473619,0.0703116211047362
277,relatively,25,0.0007031162110473619,0.0703116211047362
278,measures,24,0.0006749915626054674,0.06749915626054674
279,states,24,0.0006749915626054674,0.06749915626054674
280,estimated,24,0.0006749915626054674,0.06749915626054674
281,domestic,24,0.0006749915626054674,0.06749915626054674
282,experience,24,0.0006749915626054674,0.06749915626054674
283,results,24,0.0006749915626054674,0.06749915626054674
284,addition,24,0.0006749915626054674,0.06749915626054674
285,entry,24,0.0006749915626054674,0.06749915626054674
286,value,24,0.0006749915626054674,0.06749915626054674
287,good,24,0.0006749915626054674,0.06749915626054674
288,female,24,0.0006749915626054674,0.06749915626054674
289,staff,23,0.0006468669141635729,0.06468669141635729
290,strategy,23,0.0006468669141635729,0.06468669141635729
291,size,23,0.0006468669141635729,0.06468669141635729
292,managerial,23,0.0006468669141635729,0.06468669141635729
293,cluster,23,0.0006468669141635729,0.06468669141635729
294,physical,23,0.0006468669141635729,0.06468669141635729
295,needs,23,0.0006468669141635729,0.06468669141635729
296,diversity,23,0.0006468669141635729,0.06468669141635729
297,pro,23,0.0006468669141635729,0.06468669141635729
298,areas,23,0.0006468669141635729,0.06468669141635729
299,united,23,0.0006468669141635729,0.06468669141635729
300,czechia,23,0.0006468669141635729,0.06468669141635729
301,strengthen,23,0.0006468669141635729,0.06468669141635729
302,moreover,23,0.0006468669141635729,0.06468669141635729
303,portugal,23,0.0006468669141635729,0.06468669141635729
304,stages,23,0.0006468669141635729,0.06468669141635729
305,monitoring,23,0.0006468669141635729,0.06468669141635729
306,followed,23,0.0006468669141635729,0.06468669141635729
307,grants,23,0.0006468669141635729,0.06468669141635729
308,flagship,23,0.0006468669141635729,0.06468669141635729
309,insights,23,0.0006468669141635729,0.06468669141635729
310,union,22,0.0006187422657216785,0.06187422657216785
311,practices,22,0.0006187422657216785,0.06187422657216785
312,outcomes,22,0.0006187422657216785,0.06187422657216785
313,overall,22,0.0006187422657216785,0.06187422657216785
314,incubators,22,0.0006187422657216785,0.06187422657216785
315,cooperation,22,0.0006187422657216785,0.06187422657216785
316,promote,22,0.0006187422657216785,0.06187422657216785
317,according,22,0.0006187422657216785,0.06187422657216785
318,questions,22,0.0006187422657216785,0.06187422657216785
319,eurostat,22,0.0006187422657216785,0.06187422657216785
320,labor,22,0.0006187422657216785,0.06187422657216785
321,procurement,22,0.0006187422657216785,0.06187422657216785
322,agglomerations,22,0.0006187422657216785,0.06187422657216785
323,con,22,0.0006187422657216785,0.06187422657216785
324,narrow,22,0.0006187422657216785,0.06187422657216785
325,section,22,0.0006187422657216785,0.06187422657216785
326,graduates,21,0.000590617617279784,0.059061761727978404
327,ecommerce,21,0.000590617617279784,0.059061761727978404
328,individuals,21,0.000590617617279784,0.059061761727978404
329,scores,21,0.000590617617279784,0.059061761727978404
330,core,21,0.000590617617279784,0.059061761727978404
331,emerging,21,0.000590617617279784,0.059061761727978404
332,third,21,0.000590617617279784,0.059061761727978404
333,comparison,21,0.000590617617279784,0.059061761727978404
334,registry,21,0.000590617617279784,0.059061761727978404
335,entities,21,0.000590617617279784,0.059061761727978404
336,tend,21,0.000590617617279784,0.059061761727978404
337,process,21,0.000590617617279784,0.059061761727978404
338,mostly,21,0.000590617617279784,0.059061761727978404
339,initial,21,0.000590617617279784,0.059061761727978404
340,basic,21,0.000590617617279784,0.059061761727978404
341,given,20,0.0005624929688378895,0.05624929688378895
342,wave,20,0.0005624929688378895,0.05624929688378895
343,objective,20,0.0005624929688378895,0.05624929688378895
344,types,20,0.0005624929688378895,0.05624929688378895
345,entrepre,20,0.0005624929688378895,0.05624929688378895
346,managers,20,0.0005624929688378895,0.05624929688378895
347,understanding,20,0.0005624929688378895,0.05624929688378895
348,capacity,20,0.0005624929688378895,0.05624929688378895
349,second,20,0.0005624929688378895,0.05624929688378895
350,importance,20,0.0005624929688378895,0.05624929688378895
351,global,20,0.0005624929688378895,0.05624929688378895
352,building,20,0.0005624929688378895,0.05624929688378895
353,often,20,0.0005624929688378895,0.05624929688378895
354,similar,20,0.0005624929688378895,0.05624929688378895
355,incipient,20,0.0005624929688378895,0.05624929688378895
356,funds,20,0.0005624929688378895,0.05624929688378895
357,crowdfunding,20,0.0005624929688378895,0.05624929688378895
358,multiple,20,0.0005624929688378895,0.05624929688378895
359,washington,19,0.000534368320395995,0.0534368320395995
360,member,19,0.000534368320395995,0.0534368320395995
361,previous,19,0.000534368320395995,0.0534368320395995
362,agency,19,0.000534368320395995,0.0534368320395995
363,agencies,19,0.000534368320395995,0.0534368320395995
364,highly,19,0.000534368320395995,0.0534368320395995
365,build,19,0.000534368320395995,0.0534368320395995
366,organisation,19,0.000534368320395995,0.0534368320395995
367,transfer,19,0.000534368320395995,0.0534368320395995
368,providing,19,0.000534368320395995,0.0534368320395995
369,technological,19,0.000534368320395995,0.0534368320395995
370,categories,19,0.000534368320395995,0.0534368320395995
371,employment,19,0.000534368320395995,0.0534368320395995
372,contrast,19,0.000534368320395995,0.0534368320395995
373,due,19,0.000534368320395995,0.0534368320395995
374,machinery,19,0.000534368320395995,0.0534368320395995
375,computer,19,0.000534368320395995,0.0534368320395995
376,dc,18,0.0005062436719541006,0.05062436719541006
377,engineering,18,0.0005062436719541006,0.05062436719541006
378,stem,18,0.0005062436719541006,0.05062436719541006
379,enterprise,18,0.0005062436719541006,0.05062436719541006
380,europe,18,0.0005062436719541006,0.05062436719541006
381,service,18,0.0005062436719541006,0.05062436719541006
382,adoption,18,0.0005062436719541006,0.05062436719541006
383,reforms,18,0.0005062436719541006,0.05062436719541006
384,others,18,0.0005062436719541006,0.05062436719541006
385,difficult,18,0.0005062436719541006,0.05062436719541006
386,strategic,18,0.0005062436719541006,0.05062436719541006
387,focused,18,0.0005062436719541006,0.05062436719541006
388,pitchbook,18,0.0005062436719541006,0.05062436719541006
389,economy,18,0.0005062436719541006,0.05062436719541006
390,system,18,0.0005062436719541006,0.05062436719541006
391,micro,18,0.0005062436719541006,0.05062436719541006
392,models,18,0.0005062436719541006,0.05062436719541006
393,definition,18,0.0005062436719541006,0.05062436719541006
394,companies,18,0.0005062436719541006,0.05062436719541006
395,competitiveness,18,0.0005062436719541006,0.05062436719541006
396,increase,18,0.0005062436719541006,0.05062436719541006
397,found,18,0.0005062436719541006,0.05062436719541006
398,programming,18,0.0005062436719541006,0.05062436719541006
399,scaleup,18,0.0005062436719541006,0.05062436719541006
400,vest,18,0.0005062436719541006,0.05062436719541006
401,centru,18,0.0005062436719541006,0.05062436719541006
402,samples,18,0.0005062436719541006,0.05062436719541006
403,box,17,0.0004781190235122061,0.04781190235122061
404,groups,17,0.0004781190235122061,0.04781190235122061
405,category,17,0.0004781190235122061,0.04781190235122061
406,venture,17,0.0004781190235122061,0.04781190235122061
407,subnational,17,0.0004781190235122061,0.04781190235122061
408,light,17,0.0004781190235122061,0.04781190235122061
409,rates,17,0.0004781190235122061,0.04781190235122061
410,team,17,0.0004781190235122061,0.04781190235122061
411,help,17,0.0004781190235122061,0.04781190235122061
412,digitalization,17,0.0004781190235122061,0.04781190235122061
413,even,17,0.0004781190235122061,0.04781190235122061
414,culture,17,0.0004781190235122061,0.04781190235122061
415,least,17,0.0004781190235122061,0.04781190235122061
416,netherlands,17,0.0004781190235122061,0.04781190235122061
417,almost,17,0.0004781190235122061,0.04781190235122061
418,mission,17,0.0004781190235122061,0.04781190235122061
419,create,17,0.0004781190235122061,0.04781190235122061
420,current,17,0.0004781190235122061,0.04781190235122061
421,company,17,0.0004781190235122061,0.04781190235122061
422,solutions,17,0.0004781190235122061,0.04781190235122061
423,degree,17,0.0004781190235122061,0.04781190235122061
424,therefore,17,0.0004781190235122061,0.04781190235122061
425,mapping,17,0.0004781190235122061,0.04781190235122061
426,targeted,17,0.0004781190235122061,0.04781190235122061
427,additional,17,0.0004781190235122061,0.04781190235122061
428,male,17,0.0004781190235122061,0.04781190235122061
429,investor,17,0.0004781190235122061,0.04781190235122061
430,nace,17,0.0004781190235122061,0.04781190235122061
431,internet,16,0.0004499943750703116,0.04499943750703116
432,conceptual,16,0.0004499943750703116,0.04499943750703116
433,personnel,16,0.0004499943750703116,0.04499943750703116
434,obstacles,16,0.0004499943750703116,0.04499943750703116
435,year,16,0.0004499943750703116,0.04499943750703116
436,successful,16,0.0004499943750703116,0.04499943750703116
437,assessment,16,0.0004499943750703116,0.04499943750703116
438,clusters,16,0.0004499943750703116,0.04499943750703116
439,list,16,0.0004499943750703116,0.04499943750703116
440,coordination,16,0.0004499943750703116,0.04499943750703116
441,reform,16,0.0004499943750703116,0.04499943750703116
442,neurship,16,0.0004499943750703116,0.04499943750703116
443,projects,16,0.0004499943750703116,0.04499943750703116
444,sum,16,0.0004499943750703116,0.04499943750703116
445,medium,16,0.0004499943750703116,0.04499943750703116
446,office,16,0.0004499943750703116,0.04499943750703116
447,productivity,16,0.0004499943750703116,0.04499943750703116
448,profitable,16,0.0004499943750703116,0.04499943750703116
449,focuses,16,0.0004499943750703116,0.04499943750703116
450,common,16,0.0004499943750703116,0.04499943750703116
451,observed,16,0.0004499943750703116,0.04499943750703116
452,old,16,0.0004499943750703116,0.04499943750703116
453,play,16,0.0004499943750703116,0.04499943750703116
454,personal,16,0.0004499943750703116,0.04499943750703116
455,usually,16,0.0004499943750703116,0.04499943750703116
456,sensitive,16,0.0004499943750703116,0.04499943750703116
457,suggests,16,0.0004499943750703116,0.04499943750703116
458,seed,16,0.0004499943750703116,0.04499943750703116
459,description,16,0.0004499943750703116,0.04499943750703116
460,included,15,0.00042186972662841717,0.042186972662841715
461,general,15,0.00042186972662841717,0.042186972662841715
462,rubik,15,0.00042186972662841717,0.042186972662841715
463,project,15,0.00042186972662841717,0.042186972662841715
464,entrepreneur,15,0.00042186972662841717,0.042186972662841715
465,ideas,15,0.00042186972662841717,0.042186972662841715
466,already,15,0.00042186972662841717,0.042186972662841715
467,understand,15,0.00042186972662841717,0.042186972662841715
468,jobs,15,0.00042186972662841717,0.042186972662841715
469,strong,15,0.00042186972662841717,0.042186972662841715
470,potentially,15,0.00042186972662841717,0.042186972662841715
471,increased,15,0.00042186972662841717,0.042186972662841715
472,address,15,0.00042186972662841717,0.042186972662841715
473,smaller,15,0.00042186972662841717,0.042186972662841715
474,cent,15,0.00042186972662841717,0.042186972662841715
475,fact,15,0.00042186972662841717,0.042186972662841715
476,online,15,0.00042186972662841717,0.042186972662841715
477,industry,15,0.00042186972662841717,0.042186972662841715
478,learning,15,0.00042186972662841717,0.042186972662841715
479,future,15,0.00042186972662841717,0.042186972662841715
480,mindset,15,0.00042186972662841717,0.042186972662841715
481,billion,15,0.00042186972662841717,0.042186972662841715
482,review,15,0.00042186972662841717,0.042186972662841715
483,ee,15,0.00042186972662841717,0.042186972662841715
484,state,15,0.00042186972662841717,0.042186972662841715
485,nordvest,15,0.00042186972662841717,0.042186972662841715
486,especially,15,0.00042186972662841717,0.042186972662841715
487,broadband,15,0.00042186972662841717,0.042186972662841715
488,approach,15,0.00042186972662841717,0.042186972662841715
489,considered,14,0.00039374507818652266,0.03937450781865227
490,necessity,14,0.00039374507818652266,0.03937450781865227
491,next,14,0.00039374507818652266,0.03937450781865227
492,months,14,0.00039374507818652266,0.03937450781865227
493,proprietary,14,0.00039374507818652266,0.03937450781865227
494,direct,14,0.00039374507818652266,0.03937450781865227
495,peer,14,0.00039374507818652266,0.03937450781865227
496,rda,14,0.00039374507818652266,0.03937450781865227
497,talent,14,0.00039374507818652266,0.03937450781865227
498,complementary,14,0.00039374507818652266,0.03937450781865227
499,implement,14,0.00039374507818652266,0.03937450781865227
500,representative,14,0.00039374507818652266,0.03937450781865227
501,functionality,14,0.00039374507818652266,0.03937450781865227
502,levels,14,0.00039374507818652266,0.03937450781865227
503,concentrated,14,0.00039374507818652266,0.03937450781865227
504,vcs,14,0.00039374507818652266,0.03937450781865227
505,production,14,0.00039374507818652266,0.03937450781865227
506,require,14,0.00039374507818652266,0.03937450781865227
507,towards,14,0.00039374507818652266,0.03937450781865227
508,gap,14,0.00039374507818652266,0.03937450781865227
509,rely,14,0.00039374507818652266,0.03937450781865227
510,inputs,14,0.00039374507818652266,0.03937450781865227
511,incentives,14,0.00039374507818652266,0.03937450781865227
512,possible,14,0.00039374507818652266,0.03937450781865227
513,yet,14,0.00039374507818652266,0.03937450781865227
514,sudest,14,0.00039374507818652266,0.03937450781865227
515,nordest,14,0.00039374507818652266,0.03937450781865227
516,index,14,0.00039374507818652266,0.03937450781865227
517,paper,14,0.00039374507818652266,0.03937450781865227
518,cb,14,0.00039374507818652266,0.03937450781865227
519,rationale,14,0.00039374507818652266,0.03937450781865227
520,status,13,0.0003656204297446282,0.03656204297446282
521,way,13,0.0003656204297446282,0.03656204297446282
522,identifying,13,0.0003656204297446282,0.03656204297446282
523,longterm,13,0.0003656204297446282,0.03656204297446282
524,formal,13,0.0003656204297446282,0.03656204297446282
525,central,13,0.0003656204297446282,0.03656204297446282
526,like,13,0.0003656204297446282,0.03656204297446282
527,opportunity,13,0.0003656204297446282,0.03656204297446282
528,goods,13,0.0003656204297446282,0.03656204297446282
529,influence,13,0.0003656204297446282,0.03656204297446282
530,effective,13,0.0003656204297446282,0.03656204297446282
531,tions,13,0.0003656204297446282,0.03656204297446282
532,peers,13,0.0003656204297446282,0.03656204297446282
533,significantly,13,0.0003656204297446282,0.03656204297446282
534,defined,13,0.0003656204297446282,0.03656204297446282
535,structures,13,0.0003656204297446282,0.03656204297446282
536,skilled,13,0.0003656204297446282,0.03656204297446282
